gene,protein,reaction,model,BiGG_gene
G_9_B_50_1_6_comp1,P_9_B_50_1_6_comp1,R_9_B_50_1_6,TCDB,TCDB.9_B_50_1_6_comp1
G_1_B_11_6_3_comp1,P_1_B_11_6_3_comp1,R_1_B_11_6_3,TCDB,TCDB.1_B_11_6_3_comp1
G_1_B_56_1_3_comp1,P_1_B_56_1_3_comp1,R_1_B_56_1_3,TCDB,TCDB.1_B_56_1_3_comp1
G_1_B_6_10_4_comp1,P_1_B_6_10_4_comp1,R_1_B_6_10_4,TCDB,TCDB.1_B_6_10_4_comp1
G_3_A_1_139_3_comp1,P_3_A_1_139_3_comp1+3_A_1_139_3_comp2,R_3_A_1_139_3,TCDB,TCDB.3_A_1_139_3_comp1
G_3_A_1_139_3_comp2,P_3_A_1_139_3_comp1+3_A_1_139_3_comp2,R_3_A_1_139_3,TCDB,TCDB.3_A_1_139_3_comp2
G_3_E_1_6_9_comp1,P_3_E_1_6_9_comp1,R_3_E_1_6_9,TCDB,TCDB.3_E_1_6_9_comp1
G_2_A_52_2_3_comp1,P_2_A_52_2_3_comp1,R_2_A_52_2_3,TCDB,TCDB.2_A_52_2_3_comp1
G_2_A_124_1_6_comp1,P_2_A_124_1_6_comp1,R_2_A_124_1_6,TCDB,TCDB.2_A_124_1_6_comp1
G_9_B_405_2_1_comp1,P_9_B_405_2_1_comp1,R_9_B_405_2_1,TCDB,TCDB.9_B_405_2_1_comp1
G_1_W_9_4_1_comp1,P_1_W_9_4_1_comp1,R_1_W_9_4_1,TCDB,TCDB.1_W_9_4_1_comp1
G_1_M_1_4_12_comp1,P_1_M_1_4_12_comp1,R_1_M_1_4_12,TCDB,TCDB.1_M_1_4_12_comp1
G_1_M_1_2_4_comp1,P_1_M_1_2_4_comp1,R_1_M_1_2_4,TCDB,TCDB.1_M_1_2_4_comp1
G_2_A_32_1_15_comp1,P_2_A_32_1_15_comp1,R_2_A_32_1_15,TCDB,TCDB.2_A_32_1_15_comp1
G_1_B_162_1_2_comp1,P_1_B_162_1_2_comp1,R_1_B_162_1_2,TCDB,TCDB.1_B_162_1_2_comp1
G_1_A_141_1_2_comp1,P_1_A_141_1_2_comp1,R_1_A_141_1_2,TCDB,TCDB.1_A_141_1_2_comp1
G_9_A_41_1_11_comp1,P_9_A_41_1_11_comp1,R_9_A_41_1_11,TCDB,TCDB.9_A_41_1_11_comp1
G_2_A_123_5_3_comp1,P_2_A_123_5_3_comp1,R_2_A_123_5_3,TCDB,TCDB.2_A_123_5_3_comp1
G_9_B_330_1_6_comp1,P_9_B_330_1_6_comp1,R_9_B_330_1_6,TCDB,TCDB.9_B_330_1_6_comp1
G_9_B_353_1_11_comp1,P_9_B_353_1_11_comp1,R_9_B_353_1_11,TCDB,TCDB.9_B_353_1_11_comp1
G_9_B_330_1_3_comp1,P_9_B_330_1_3_comp1+9_B_330_1_3_comp2,R_9_B_330_1_3,TCDB,TCDB.9_B_330_1_3_comp1
G_9_B_330_1_3_comp2,P_9_B_330_1_3_comp1+9_B_330_1_3_comp2,R_9_B_330_1_3,TCDB,TCDB.9_B_330_1_3_comp2
G_1_W_9_2_2_comp1,P_1_W_9_2_2_comp1,R_1_W_9_2_2,TCDB,TCDB.1_W_9_2_2_comp1
G_1_W_10_1_3_comp1,P_1_W_10_1_3_comp1,R_1_W_10_1_3,TCDB,TCDB.1_W_10_1_3_comp1
G_2_A_123_5_4_comp1,P_2_A_123_5_4_comp1,R_2_A_123_5_4,TCDB,TCDB.2_A_123_5_4_comp1
G_1_W_9_1_3_comp1,P_1_W_9_1_3_comp1,R_1_W_9_1_3,TCDB,TCDB.1_W_9_1_3_comp1
G_3_A_1_158_4_comp1,P_3_A_1_158_4_comp1+3_A_1_158_4_comp2+3_A_1_158_4_comp3+3_A_1_158_4_comp4,R_3_A_1_158_4,TCDB,TCDB.3_A_1_158_4_comp1
G_3_A_1_158_4_comp2,P_3_A_1_158_4_comp1+3_A_1_158_4_comp2+3_A_1_158_4_comp3+3_A_1_158_4_comp4,R_3_A_1_158_4,TCDB,TCDB.3_A_1_158_4_comp2
G_3_A_1_158_4_comp3,P_3_A_1_158_4_comp1+3_A_1_158_4_comp2+3_A_1_158_4_comp3+3_A_1_158_4_comp4,R_3_A_1_158_4,TCDB,TCDB.3_A_1_158_4_comp3
G_3_A_1_158_4_comp4,P_3_A_1_158_4_comp1+3_A_1_158_4_comp2+3_A_1_158_4_comp3+3_A_1_158_4_comp4,R_3_A_1_158_4,TCDB,TCDB.3_A_1_158_4_comp4
G_2_A_102_2_12_comp1,P_2_A_102_2_12_comp1,R_2_A_102_2_12,TCDB,TCDB.2_A_102_2_12_comp1
G_9_B_349_1_4_comp1,P_9_B_349_1_4_comp1,R_9_B_349_1_4,TCDB,TCDB.9_B_349_1_4_comp1
G_9_B_443_1_5_comp1,P_9_B_443_1_5_comp1,R_9_B_443_1_5,TCDB,TCDB.9_B_443_1_5_comp1
G_2_A_127_1_14_comp1,P_2_A_127_1_14_comp1,R_2_A_127_1_14,TCDB,TCDB.2_A_127_1_14_comp1
G_9_B_386_1_3_comp1,P_9_B_386_1_3_comp1,R_9_B_386_1_3,TCDB,TCDB.9_B_386_1_3_comp1
G_9_A_29_2_3_comp1,P_9_A_29_2_3_comp1,R_9_A_29_2_3,TCDB,TCDB.9_A_29_2_3_comp1
G_8_A_174_1_5_comp1,P_8_A_174_1_5_comp1,R_8_A_174_1_5,TCDB,TCDB.8_A_174_1_5_comp1
G_9_B_296_1_3_comp1,P_9_B_296_1_3_comp1,R_9_B_296_1_3,TCDB,TCDB.9_B_296_1_3_comp1
G_8_A_172_2_5_comp1,P_8_A_172_2_5_comp1,R_8_A_172_2_5,TCDB,TCDB.8_A_172_2_5_comp1
G_9_B_294_1_3_comp1,P_9_B_294_1_3_comp1,R_9_B_294_1_3,TCDB,TCDB.9_B_294_1_3_comp1
G_2_A_135_1_6_comp1,P_2_A_135_1_6_comp1,R_2_A_135_1_6,TCDB,TCDB.2_A_135_1_6_comp1
G_3_A_1_152_10_comp1,P_3_A_1_152_10_comp1+3_A_1_152_10_comp2,R_3_A_1_152_10,TCDB,TCDB.3_A_1_152_10_comp1
G_3_A_1_152_10_comp2,P_3_A_1_152_10_comp1+3_A_1_152_10_comp2,R_3_A_1_152_10,TCDB,TCDB.3_A_1_152_10_comp2
G_9_A_29_2_4_comp1,P_9_A_29_2_4_comp1,R_9_A_29_2_4,TCDB,TCDB.9_A_29_2_4_comp1
G_9_A_41_1_10_comp1,P_9_A_41_1_10_comp1,R_9_A_41_1_10,TCDB,TCDB.9_A_41_1_10_comp1
G_2_A_85_12_9_comp1,P_2_A_85_12_9_comp1,R_2_A_85_12_9,TCDB,TCDB.2_A_85_12_9_comp1
G_1_A_147_1_7_comp1,P_1_A_147_1_7_comp1,R_1_A_147_1_7,TCDB,TCDB.1_A_147_1_7_comp1
G_1_B_75_1_1_comp1,P_1_B_75_1_1_comp1,R_1_B_75_1_1,TCDB,TCDB.1_B_75_1_1_comp1
G_1_B_6_9_1_comp1,P_1_B_6_9_1_comp1,R_1_B_6_9_1,TCDB,TCDB.1_B_6_9_1_comp1
G_1_B_14_15_6_comp1,P_1_B_14_15_6_comp1,R_1_B_14_15_6,TCDB,TCDB.1_B_14_15_6_comp1
G_2_A_119_3_2_comp1,P_2_A_119_3_2_comp1,R_2_A_119_3_2,TCDB,TCDB.2_A_119_3_2_comp1
G_1_B_9_4_6_comp1,P_1_B_9_4_6_comp1,R_1_B_9_4_6,TCDB,TCDB.1_B_9_4_6_comp1
G_1_B_67_1_5_comp1,P_1_B_67_1_5_comp1,R_1_B_67_1_5,TCDB,TCDB.1_B_67_1_5_comp1
G_9_B_169_2_3_comp1,P_9_B_169_2_3_comp1,R_9_B_169_2_3,TCDB,TCDB.9_B_169_2_3_comp1
G_1_C_85_3_3_comp1,P_1_C_85_3_3_comp1,R_1_C_85_3_3,TCDB,TCDB.1_C_85_3_3_comp1
G_3_A_1_201_16_comp1,P_3_A_1_201_16_comp1,R_3_A_1_201_16,TCDB,TCDB.3_A_1_201_16_comp1
G_3_A_1_204_15_comp1,P_3_A_1_204_15_comp1,R_3_A_1_204_15,TCDB,TCDB.3_A_1_204_15_comp1
G_1_E_5_1_2_comp1,P_1_E_5_1_2_comp1,R_1_E_5_1_2,TCDB,TCDB.1_E_5_1_2_comp1
G_1_C_133_1_1_comp1,P_1_C_133_1_1_comp1,R_1_C_133_1_1,TCDB,TCDB.1_C_133_1_1_comp1
G_1_B_27_1_9_comp1,P_1_B_27_1_9_comp1,R_1_B_27_1_9,TCDB,TCDB.1_B_27_1_9_comp1
G_1_E_17_2_1_comp1,P_1_E_17_2_1_comp1,R_1_E_17_2_1,TCDB,TCDB.1_E_17_2_1_comp1
G_9_A_22_4_3_comp1,P_9_A_22_4_3_comp1,R_9_A_22_4_3,TCDB,TCDB.9_A_22_4_3_comp1
G_1_B_4_2_5_comp1,P_1_B_4_2_5_comp1,R_1_B_4_2_5,TCDB,TCDB.1_B_4_2_5_comp1
G_9_B_223_1_8_comp1,P_9_B_223_1_8_comp1,R_9_B_223_1_8,TCDB,TCDB.9_B_223_1_8_comp1
G_2_A_7_1_15_comp1,P_2_A_7_1_15_comp1,R_2_A_7_1_15,TCDB,TCDB.2_A_7_1_15_comp1
G_9_B_144_1_2_comp1,P_9_B_144_1_2_comp1,R_9_B_144_1_2,TCDB,TCDB.9_B_144_1_2_comp1
G_9_B_62_4_1_comp1,P_9_B_62_4_1_comp1,R_9_B_62_4_1,TCDB,TCDB.9_B_62_4_1_comp1
G_1_E_40_5_1_comp1,P_1_E_40_5_1_comp1,R_1_E_40_5_1,TCDB,TCDB.1_E_40_5_1_comp1
G_9_B_155_3_2_comp1,P_9_B_155_3_2_comp1,R_9_B_155_3_2,TCDB,TCDB.9_B_155_3_2_comp1
G_2_A_1_78_3_comp1,P_2_A_1_78_3_comp1,R_2_A_1_78_3,TCDB,TCDB.2_A_1_78_3_comp1
G_2_A_52_2_1_comp1,P_2_A_52_2_1_comp1,R_2_A_52_2_1,TCDB,TCDB.2_A_52_2_1_comp1
G_2_A_2_7_1_comp1,P_2_A_2_7_1_comp1,R_2_A_2_7_1,TCDB,TCDB.2_A_2_7_1_comp1
G_3_A_1_201_28_comp1,P_3_A_1_201_28_comp1,R_3_A_1_201_28,TCDB,TCDB.3_A_1_201_28_comp1
G_1_E_23_2_1_comp1,P_1_E_23_2_1_comp1,R_1_E_23_2_1,TCDB,TCDB.1_E_23_2_1_comp1
G_2_A_107_1_3_comp1,P_2_A_107_1_3_comp1,R_2_A_107_1_3,TCDB,TCDB.2_A_107_1_3_comp1
G_1_A_78_2_1_comp1,P_1_A_78_2_1_comp1,R_1_A_78_2_1,TCDB,TCDB.1_A_78_2_1_comp1
G_1_M_1_3_30_comp1,P_1_M_1_3_30_comp1,R_1_M_1_3_30,TCDB,TCDB.1_M_1_3_30_comp1
G_1_C_13_1_3_comp1,P_1_C_13_1_3_comp1,R_1_C_13_1_3,TCDB,TCDB.1_C_13_1_3_comp1
G_2_A_6_2_43_comp1,P_2_A_6_2_43_comp1+2_A_6_2_43_comp2,R_2_A_6_2_43,TCDB,TCDB.2_A_6_2_43_comp1
G_2_A_6_2_43_comp2,P_2_A_6_2_43_comp1+2_A_6_2_43_comp2,R_2_A_6_2_43,TCDB,TCDB.2_A_6_2_43_comp2
G_9_B_55_1_2_comp1,P_9_B_55_1_2_comp1,R_9_B_55_1_2,TCDB,TCDB.9_B_55_1_2_comp1
G_1_A_1_5_31_comp1,P_1_A_1_5_31_comp1,R_1_A_1_5_31,TCDB,TCDB.1_A_1_5_31_comp1
G_1_B_29_1_2_comp1,P_1_B_29_1_2_comp1,R_1_B_29_1_2,TCDB,TCDB.1_B_29_1_2_comp1
G_9_B_15_2_6_comp1,P_9_B_15_2_6_comp1,R_9_B_15_2_6,TCDB,TCDB.9_B_15_2_6_comp1
G_1_B_28_2_1_comp1,P_1_B_28_2_1_comp1,R_1_B_28_2_1,TCDB,TCDB.1_B_28_2_1_comp1
G_8_A_73_1_3_comp1,P_8_A_73_1_3_comp1,R_8_A_73_1_3,TCDB,TCDB.8_A_73_1_3_comp1
G_2_A_112_2_3_comp1,P_2_A_112_2_3_comp1,R_2_A_112_2_3,TCDB,TCDB.2_A_112_2_3_comp1
G_8_A_76_1_4_comp1,P_8_A_76_1_4_comp1,R_8_A_76_1_4,TCDB,TCDB.8_A_76_1_4_comp1
G_9_B_12_2_2_comp1,P_9_B_12_2_2_comp1,R_9_B_12_2_2,TCDB,TCDB.9_B_12_2_2_comp1
G_9_B_127_2_1_comp1,P_9_B_127_2_1_comp1,R_9_B_127_2_1,TCDB,TCDB.9_B_127_2_1_comp1
G_1_B_3_1_6_comp1,P_1_B_3_1_6_comp1,R_1_B_3_1_6,TCDB,TCDB.1_B_3_1_6_comp1
G_1_N_3_1_2_comp1,P_1_N_3_1_2_comp1,R_1_N_3_1_2,TCDB,TCDB.1_N_3_1_2_comp1
G_1_B_69_2_2_comp1,P_1_B_69_2_2_comp1,R_1_B_69_2_2,TCDB,TCDB.1_B_69_2_2_comp1
G_2_A_109_1_6_comp1,P_2_A_109_1_6_comp1,R_2_A_109_1_6,TCDB,TCDB.2_A_109_1_6_comp1
G_9_B_56_1_6_comp1,P_9_B_56_1_6_comp1,R_9_B_56_1_6,TCDB,TCDB.9_B_56_1_6_comp1
G_9_B_27_5_3_comp1,P_9_B_27_5_3_comp1,R_9_B_27_5_3,TCDB,TCDB.9_B_27_5_3_comp1
G_9_B_134_2_1_comp1,P_9_B_134_2_1_comp1,R_9_B_134_2_1,TCDB,TCDB.9_B_134_2_1_comp1
G_3_A_19_2_1_comp1,P_3_A_19_2_1_comp1,R_3_A_19_2_1,TCDB,TCDB.3_A_19_2_1_comp1
G_2_A_1_1_132_comp1,P_2_A_1_1_132_comp1,R_2_A_1_1_132,TCDB,TCDB.2_A_1_1_132_comp1
G_8_A_41_1_4_comp1,P_8_A_41_1_4_comp1,R_8_A_41_1_4,TCDB,TCDB.8_A_41_1_4_comp1
G_1_B_165_1_9_comp1,P_1_B_165_1_9_comp1,R_1_B_165_1_9,TCDB,TCDB.1_B_165_1_9_comp1
G_1_G_20_1_2_comp1,P_1_G_20_1_2_comp1,R_1_G_20_1_2,TCDB,TCDB.1_G_20_1_2_comp1
G_1_C_47_1_10_comp1,P_1_C_47_1_10_comp1,R_1_C_47_1_10,TCDB,TCDB.1_C_47_1_10_comp1
G_1_M_1_5_5_comp1,P_1_M_1_5_5_comp1,R_1_M_1_5_5,TCDB,TCDB.1_M_1_5_5_comp1
G_1_E_19_1_16_comp1,P_1_E_19_1_16_comp1,R_1_E_19_1_16,TCDB,TCDB.1_E_19_1_16_comp1
G_1_M_1_4_21_comp1,P_1_M_1_4_21_comp1,R_1_M_1_4_21,TCDB,TCDB.1_M_1_4_21_comp1
G_9_B_142_5_1_comp1,P_9_B_142_5_1_comp1,R_9_B_142_5_1,TCDB,TCDB.9_B_142_5_1_comp1
G_9_B_155_2_4_comp1,P_9_B_155_2_4_comp1,R_9_B_155_2_4,TCDB,TCDB.9_B_155_2_4_comp1
G_1_A_53_1_3_comp1,P_1_A_53_1_3_comp1,R_1_A_53_1_3,TCDB,TCDB.1_A_53_1_3_comp1
G_2_A_4_3_8_comp1,P_2_A_4_3_8_comp1,R_2_A_4_3_8,TCDB,TCDB.2_A_4_3_8_comp1
G_3_A_1_125_7_comp1,P_3_A_1_125_7_comp1+3_A_1_125_7_comp2+3_A_1_125_7_comp3,R_3_A_1_125_7,TCDB,TCDB.3_A_1_125_7_comp1
G_3_A_1_125_7_comp2,P_3_A_1_125_7_comp1+3_A_1_125_7_comp2+3_A_1_125_7_comp3,R_3_A_1_125_7,TCDB,TCDB.3_A_1_125_7_comp2
G_3_A_1_125_7_comp3,P_3_A_1_125_7_comp1+3_A_1_125_7_comp2+3_A_1_125_7_comp3,R_3_A_1_125_7,TCDB,TCDB.3_A_1_125_7_comp3
G_1_A_67_1_3_comp1,P_1_A_67_1_3_comp1,R_1_A_67_1_3,TCDB,TCDB.1_A_67_1_3_comp1
G_2_A_7_40_2_comp1,P_2_A_7_40_2_comp1,R_2_A_7_40_2,TCDB,TCDB.2_A_7_40_2_comp1
G_1_A_76_1_13_comp1,P_1_A_76_1_13_comp1,R_1_A_76_1_13,TCDB,TCDB.1_A_76_1_13_comp1
G_9_B_66_1_1_comp1,P_9_B_66_1_1_comp1,R_9_B_66_1_1,TCDB,TCDB.9_B_66_1_1_comp1
G_1_A_88_1_8_comp1,P_1_A_88_1_8_comp1,R_1_A_88_1_8,TCDB,TCDB.1_A_88_1_8_comp1
G_1_B_6_2_20_comp1,P_1_B_6_2_20_comp1,R_1_B_6_2_20,TCDB,TCDB.1_B_6_2_20_comp1
G_9_B_126_1_2_comp1,P_9_B_126_1_2_comp1,R_9_B_126_1_2,TCDB,TCDB.9_B_126_1_2_comp1
G_1_B_6_1_18_comp1,P_1_B_6_1_18_comp1,R_1_B_6_1_18,TCDB,TCDB.1_B_6_1_18_comp1
G_2_A_7_6_3_comp1,P_2_A_7_6_3_comp1,R_2_A_7_6_3,TCDB,TCDB.2_A_7_6_3_comp1
G_2_A_66_11_2_comp1,P_2_A_66_11_2_comp1,R_2_A_66_11_2,TCDB,TCDB.2_A_66_11_2_comp1
G_3_A_1_140_5_comp1,P_3_A_1_140_5_comp1+3_A_1_140_5_comp2,R_3_A_1_140_5,TCDB,TCDB.3_A_1_140_5_comp1
G_3_A_1_140_5_comp2,P_3_A_1_140_5_comp1+3_A_1_140_5_comp2,R_3_A_1_140_5,TCDB,TCDB.3_A_1_140_5_comp2
G_1_B_65_1_10_comp1,P_1_B_65_1_10_comp1,R_1_B_65_1_10,TCDB,TCDB.1_B_65_1_10_comp1
G_2_A_123_2_13_comp1,P_2_A_123_2_13_comp1,R_2_A_123_2_13,TCDB,TCDB.2_A_123_2_13_comp1
G_1_B_9_4_8_comp1,P_1_B_9_4_8_comp1,R_1_B_9_4_8,TCDB,TCDB.1_B_9_4_8_comp1
G_9_B_72_1_9_comp1,P_9_B_72_1_9_comp1,R_9_B_72_1_9,TCDB,TCDB.9_B_72_1_9_comp1
G_1_B_3_1_11_comp1,P_1_B_3_1_11_comp1,R_1_B_3_1_11,TCDB,TCDB.1_B_3_1_11_comp1
G_9_B_130_1_2_comp1,P_9_B_130_1_2_comp1,R_9_B_130_1_2,TCDB,TCDB.9_B_130_1_2_comp1
G_2_A_82_1_6_comp1,P_2_A_82_1_6_comp1,R_2_A_82_1_6,TCDB,TCDB.2_A_82_1_6_comp1
G_9_B_41_1_2_comp1,P_9_B_41_1_2_comp1,R_9_B_41_1_2,TCDB,TCDB.9_B_41_1_2_comp1
G_1_A_95_1_7_comp1,P_1_A_95_1_7_comp1,R_1_A_95_1_7,TCDB,TCDB.1_A_95_1_7_comp1
G_1_E_5_1_3_comp1,P_1_E_5_1_3_comp1,R_1_E_5_1_3,TCDB,TCDB.1_E_5_1_3_comp1
G_2_A_113_1_12_comp1,P_2_A_113_1_12_comp1,R_2_A_113_1_12,TCDB,TCDB.2_A_113_1_12_comp1
G_1_A_77_2_15_comp1,P_1_A_77_2_15_comp1,R_1_A_77_2_15,TCDB,TCDB.1_A_77_2_15_comp1
G_9_B_124_1_5_comp1,P_9_B_124_1_5_comp1,R_9_B_124_1_5,TCDB,TCDB.9_B_124_1_5_comp1
G_9_B_62_2_6_comp1,P_9_B_62_2_6_comp1,R_9_B_62_2_6,TCDB,TCDB.9_B_62_2_6_comp1
G_1_C_97_1_7_comp1,P_1_C_97_1_7_comp1,R_1_C_97_1_7,TCDB,TCDB.1_C_97_1_7_comp1
G_1_C_112_1_3_comp1,P_1_C_112_1_3_comp1,R_1_C_112_1_3,TCDB,TCDB.1_C_112_1_3_comp1
G_1_A_81_3_1_comp1,P_1_A_81_3_1_comp1,R_1_A_81_3_1,TCDB,TCDB.1_A_81_3_1_comp1
G_9_B_97_1_5_comp1,P_9_B_97_1_5_comp1,R_9_B_97_1_5,TCDB,TCDB.9_B_97_1_5_comp1
G_1_E_26_6_3_comp1,P_1_E_26_6_3_comp1,R_1_E_26_6_3,TCDB,TCDB.1_E_26_6_3_comp1
G_9_B_143_4_2_comp1,P_9_B_143_4_2_comp1,R_9_B_143_4_2,TCDB,TCDB.9_B_143_4_2_comp1
G_2_A_109_1_5_comp1,P_2_A_109_1_5_comp1,R_2_A_109_1_5,TCDB,TCDB.2_A_109_1_5_comp1
G_9_B_193_1_2_comp1,P_9_B_193_1_2_comp1,R_9_B_193_1_2,TCDB,TCDB.9_B_193_1_2_comp1
G_1_B_25_2_2_comp1,P_1_B_25_2_2_comp1,R_1_B_25_2_2,TCDB,TCDB.1_B_25_2_2_comp1
G_9_B_90_1_3_comp1,P_9_B_90_1_3_comp1,R_9_B_90_1_3,TCDB,TCDB.9_B_90_1_3_comp1
G_9_B_155_1_4_comp1,P_9_B_155_1_4_comp1,R_9_B_155_1_4,TCDB,TCDB.9_B_155_1_4_comp1
G_1_B_44_2_9_comp1,P_1_B_44_2_9_comp1,R_1_B_44_2_9,TCDB,TCDB.1_B_44_2_9_comp1
G_1_A_43_1_13_comp1,P_1_A_43_1_13_comp1,R_1_A_43_1_13,TCDB,TCDB.1_A_43_1_13_comp1
G_1_B_14_6_14_comp1,P_1_B_14_6_14_comp1,R_1_B_14_6_14,TCDB,TCDB.1_B_14_6_14_comp1
G_1_B_44_2_6_comp1,P_1_B_44_2_6_comp1,R_1_B_44_2_6,TCDB,TCDB.1_B_44_2_6_comp1
G_1_E_34_4_3_comp1,P_1_E_34_4_3_comp1,R_1_E_34_4_3,TCDB,TCDB.1_E_34_4_3_comp1
G_1_B_16_2_5_comp1,P_1_B_16_2_5_comp1,R_1_B_16_2_5,TCDB,TCDB.1_B_16_2_5_comp1
G_9_B_176_1_4_comp1,P_9_B_176_1_4_comp1,R_9_B_176_1_4,TCDB,TCDB.9_B_176_1_4_comp1
G_1_B_6_5_3_comp1,P_1_B_6_5_3_comp1,R_1_B_6_5_3,TCDB,TCDB.1_B_6_5_3_comp1
G_1_B_13_2_2_comp1,P_1_B_13_2_2_comp1,R_1_B_13_2_2,TCDB,TCDB.1_B_13_2_2_comp1
G_1_B_74_1_3_comp1,P_1_B_74_1_3_comp1,R_1_B_74_1_3,TCDB,TCDB.1_B_74_1_3_comp1
G_1_B_13_2_1_comp1,P_1_B_13_2_1_comp1,R_1_B_13_2_1,TCDB,TCDB.1_B_13_2_1_comp1
G_1_B_48_3_2_comp1,P_1_B_48_3_2_comp1,R_1_B_48_3_2,TCDB,TCDB.1_B_48_3_2_comp1
G_9_B_102_1_13_comp1,P_9_B_102_1_13_comp1,R_9_B_102_1_13,TCDB,TCDB.9_B_102_1_13_comp1
G_9_B_148_1_2_comp1,P_9_B_148_1_2_comp1,R_9_B_148_1_2,TCDB,TCDB.9_B_148_1_2_comp1
G_8_A_95_1_5_comp1,P_8_A_95_1_5_comp1,R_8_A_95_1_5,TCDB,TCDB.8_A_95_1_5_comp1
G_2_A_55_3_5_comp1,P_2_A_55_3_5_comp1,R_2_A_55_3_5,TCDB,TCDB.2_A_55_3_5_comp1
G_9_B_28_1_12_comp1,P_9_B_28_1_12_comp1,R_9_B_28_1_12,TCDB,TCDB.9_B_28_1_12_comp1
G_9_B_218_1_3_comp1,P_9_B_218_1_3_comp1,R_9_B_218_1_3,TCDB,TCDB.9_B_218_1_3_comp1
G_9_B_54_1_5_comp1,P_9_B_54_1_5_comp1,R_9_B_54_1_5,TCDB,TCDB.9_B_54_1_5_comp1
G_9_B_65_1_6_comp1,P_9_B_65_1_6_comp1,R_9_B_65_1_6,TCDB,TCDB.9_B_65_1_6_comp1
G_1_E_26_1_12_comp1,P_1_E_26_1_12_comp1,R_1_E_26_1_12,TCDB,TCDB.1_E_26_1_12_comp1
G_9_B_117_3_2_comp1,P_9_B_117_3_2_comp1,R_9_B_117_3_2,TCDB,TCDB.9_B_117_3_2_comp1
G_3_A_3_4_5_comp1,P_3_A_3_4_5_comp1,R_3_A_3_4_5,TCDB,TCDB.3_A_3_4_5_comp1
G_1_C_119_1_4_comp1,P_1_C_119_1_4_comp1,R_1_C_119_1_4,TCDB,TCDB.1_C_119_1_4_comp1
G_8_B_24_1_4_comp1,P_8_B_24_1_4_comp1,R_8_B_24_1_4,TCDB,TCDB.8_B_24_1_4_comp1
G_1_C_1_3_6_comp1,P_1_C_1_3_6_comp1,R_1_C_1_3_6,TCDB,TCDB.1_C_1_3_6_comp1
G_1_B_78_1_5_comp1,P_1_B_78_1_5_comp1,R_1_B_78_1_5,TCDB,TCDB.1_B_78_1_5_comp1
G_1_B_6_2_15_comp1,P_1_B_6_2_15_comp1,R_1_B_6_2_15,TCDB,TCDB.1_B_6_2_15_comp1
G_1_A_101_3_1_comp1,P_1_A_101_3_1_comp1,R_1_A_101_3_1,TCDB,TCDB.1_A_101_3_1_comp1
G_9_A_55_2_2_comp1,P_9_A_55_2_2_comp1,R_9_A_55_2_2,TCDB,TCDB.9_A_55_2_2_comp1
G_1_B_81_1_3_comp1,P_1_B_81_1_3_comp1,R_1_B_81_1_3,TCDB,TCDB.1_B_81_1_3_comp1
G_1_B_62_1_6_comp1,P_1_B_62_1_6_comp1,R_1_B_62_1_6,TCDB,TCDB.1_B_62_1_6_comp1
G_1_B_6_3_1_comp1,P_1_B_6_3_1_comp1,R_1_B_6_3_1,TCDB,TCDB.1_B_6_3_1_comp1
G_2_A_66_1_33_comp1,P_2_A_66_1_33_comp1,R_2_A_66_1_33,TCDB,TCDB.2_A_66_1_33_comp1
G_1_A_19_1_3_comp1,P_1_A_19_1_3_comp1,R_1_A_19_1_3,TCDB,TCDB.1_A_19_1_3_comp1
G_1_E_2_2_1_comp1,P_1_E_2_2_1_comp1,R_1_E_2_2_1,TCDB,TCDB.1_E_2_2_1_comp1
G_2_A_114_1_7_comp1,P_2_A_114_1_7_comp1,R_2_A_114_1_7,TCDB,TCDB.2_A_114_1_7_comp1
G_1_C_52_1_25_comp1,P_1_C_52_1_25_comp1,R_1_C_52_1_25,TCDB,TCDB.1_C_52_1_25_comp1
G_8_B_26_1_1_comp1,P_8_B_26_1_1_comp1,R_8_B_26_1_1,TCDB,TCDB.8_B_26_1_1_comp1
G_8_B_26_1_6_comp1,P_8_B_26_1_6_comp1,R_8_B_26_1_6,TCDB,TCDB.8_B_26_1_6_comp1
